,path,emotion
764,data/training\Actor_07\07_01_01_02_kids-talking_angry.wav,angry
765,data/training\Actor_07\07_01_02_01_dogs-sitting_angry.wav,angry
766,data/training\Actor_07\07_01_02_01_kids-talking_angry.wav,angry
767,data/training\Actor_07\07_01_02_02_dogs-sitting_angry.wav,angry
768,data/training\Actor_07\07_01_02_02_kids-talking_angry.wav,angry
769,data/training\Actor_07\07_02_01_01_dogs-sitting_angry.wav,angry
770,data/training\Actor_07\07_02_01_01_kids-talking_angry.wav,angry
771,data/training\Actor_07\07_02_01_02_dogs-sitting_angry.wav,angry
772,data/training\Actor_07\07_02_01_02_kids-talking_angry.wav,angry
773,data/training\Actor_07\07_02_02_01_dogs-sitting_angry.wav,angry
774,data/training\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
775,data/training\Actor_07\07_02_02_02_dogs-sitting_angry.wav,angry
776,data/training\Actor_07\07_02_02_02_kids-talking_angry.wav,angry
777,data/training\Actor_08\08_01_01_01_dogs-sitting_angry.wav,angry
778,data/training\Actor_08\08_01_01_01_kids-talking_angry.wav,angry
779,data/training\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
780,data/training\Actor_08\08_01_01_02_kids-talking_angry.wav,angry
781,data/training\Actor_08\08_01_02_01_dogs-sitting_angry.wav,angry
782,data/training\Actor_08\08_01_02_01_kids-talking_angry.wav,angry
783,data/training\Actor_08\08_01_02_02_dogs-sitting_angry.wav,angry
784,data/training\Actor_08\08_01_02_02_kids-talking_angry.wav,angry
785,data/training\Actor_08\08_02_01_01_dogs-sitting_angry.wav,angry
786,data/training\Actor_08\08_02_01_01_kids-talking_angry.wav,angry
787,data/training\Actor_08\08_02_01_02_dogs-sitting_angry.wav,angry
788,data/training\Actor_08\08_02_01_02_kids-talking_angry.wav,angry
789,data/training\Actor_08\08_02_02_01_dogs-sitting_angry.wav,angry
790,data/training\Actor_08\08_02_02_01_kids-talking_angry.wav,angry
791,data/training\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
792,data/training\Actor_08\08_02_02_02_kids-talking_angry.wav,angry
793,data/training\Actor_09\09_01_01_01_dogs-sitting_angry.wav,angry
794,data/training\Actor_09\09_01_01_01_kids-talking_angry.wav,angry
795,data/training\Actor_09\09_01_01_02_dogs-sitting_angry.wav,angry
796,data/training\Actor_09\09_01_01_02_kids-talking_angry.wav,angry
797,data/training\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
798,data/training\Actor_09\09_01_02_01_kids-talking_angry.wav,angry
799,data/training\Actor_09\09_01_02_02_dogs-sitting_angry.wav,angry
800,data/training\Actor_09\09_01_02_02_kids-talking_angry.wav,angry
801,data/training\Actor_09\09_02_01_01_dogs-sitting_angry.wav,angry
802,data/training\Actor_09\09_02_01_01_kids-talking_angry.wav,angry
803,data/training\Actor_09\09_02_01_02_dogs-sitting_angry.wav,angry
804,data/training\Actor_09\09_02_01_02_kids-talking_angry.wav,angry
805,data/training\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
806,data/training\Actor_09\09_02_02_01_kids-talking_angry.wav,angry
807,data/training\Actor_09\09_02_02_02_dogs-sitting_angry.wav,angry
808,data/training\Actor_09\09_02_02_02_kids-talking_angry.wav,angry
809,data/training\Actor_10\10_01_01_01_dogs-sitting_angry.wav,angry
810,data/training\Actor_10\10_01_01_01_kids-talking_angry.wav,angry
811,data/training\Actor_10\10_01_01_02_dogs-sitting_angry.wav,angry
812,data/training\Actor_10\10_01_01_02_kids-talking_angry.wav,angry
813,data/training\Actor_10\10_01_02_01_dogs-sitting_angry.wav,angry
814,data/training\Actor_10\10_01_02_01_kids-talking_angry.wav,angry
815,data/training\Actor_10\10_01_02_02_dogs-sitting_angry.wav,angry
816,data/training\Actor_10\10_01_02_02_kids-talking_angry.wav,angry
817,data/training\Actor_10\10_02_01_01_dogs-sitting_angry.wav,angry
818,data/training\Actor_10\10_02_01_01_kids-talking_angry.wav,angry
819,data/training\Actor_10\10_02_01_02_dogs-sitting_angry.wav,angry
820,data/training\Actor_10\10_02_01_02_kids-talking_angry.wav,angry
821,data/training\Actor_10\10_02_02_01_dogs-sitting_angry.wav,angry
822,data/training\Actor_10\10_02_02_01_kids-talking_angry.wav,angry
823,data/training\Actor_10\10_02_02_02_dogs-sitting_angry.wav,angry
824,data/training\Actor_10\10_02_02_02_kids-talking_angry.wav,angry
825,data/training\Actor_11\03-02-05-01-01-01-11_angry.wav,angry
826,data/training\Actor_11\03-02-05-01-01-02-11_angry.wav,angry
827,data/training\Actor_11\03-02-05-01-02-01-11_angry.wav,angry
828,data/training\Actor_11\03-02-05-01-02-02-11_angry.wav,angry
829,data/training\Actor_11\03-02-05-02-01-01-11_angry.wav,angry
830,data/training\Actor_11\03-02-05-02-01-02-11_angry.wav,angry
831,data/training\Actor_11\03-02-05-02-02-01-11_angry.wav,angry
832,data/training\Actor_11\03-02-05-02-02-02-11_angry.wav,angry
833,data/training\Actor_11\11_01_01_01_dogs-sitting_angry.wav,angry
834,data/training\Actor_11\11_01_01_01_kids-talking_angry.wav,angry
835,data/training\Actor_11\11_01_01_02_dogs-sitting_angry.wav,angry
836,data/training\Actor_11\11_01_01_02_kids-talking_angry.wav,angry
837,data/training\Actor_11\11_01_02_01_dogs-sitting_angry.wav,angry
838,data/training\Actor_11\11_01_02_01_kids-talking_angry.wav,angry
839,data/training\Actor_11\11_01_02_02_dogs-sitting_angry.wav,angry
840,data/training\Actor_11\11_01_02_02_kids-talking_angry.wav,angry
841,data/training\Actor_11\11_02_01_01_dogs-sitting_angry.wav,angry
842,data/training\Actor_11\11_02_01_01_kids-talking_angry.wav,angry
843,data/training\Actor_11\11_02_01_02_dogs-sitting_angry.wav,angry
844,data/training\Actor_11\11_02_01_02_kids-talking_angry.wav,angry
845,data/training\Actor_11\11_02_02_01_dogs-sitting_angry.wav,angry
846,data/training\Actor_11\11_02_02_01_kids-talking_angry.wav,angry
847,data/training\Actor_11\11_02_02_02_dogs-sitting_angry.wav,angry
848,data/training\Actor_11\11_02_02_02_kids-talking_angry.wav,angry
849,data/training\Actor_12\03-02-05-01-01-01-12_angry.wav,angry
850,data/training\Actor_12\03-02-05-01-01-02-12_angry.wav,angry
851,data/training\Actor_12\03-02-05-01-02-01-12_angry.wav,angry
852,data/training\Actor_12\03-02-05-01-02-02-12_angry.wav,angry
853,data/training\Actor_12\03-02-05-02-01-01-12_angry.wav,angry
854,data/training\Actor_12\03-02-05-02-01-02-12_angry.wav,angry
855,data/training\Actor_12\03-02-05-02-02-01-12_angry.wav,angry
856,data/training\Actor_12\03-02-05-02-02-02-12_angry.wav,angry
857,data/training\Actor_12\12_01_01_01_dogs-sitting_angry.wav,angry
858,data/training\Actor_12\12_01_01_01_kids-talking_angry.wav,angry
859,data/training\Actor_12\12_01_01_02_dogs-sitting_angry.wav,angry
860,data/training\Actor_12\12_01_01_02_kids-talking_angry.wav,angry
861,data/training\Actor_12\12_01_02_01_dogs-sitting_angry.wav,angry
862,data/training\Actor_12\12_01_02_01_kids-talking_angry.wav,angry
863,data/training\Actor_12\12_01_02_02_dogs-sitting_angry.wav,angry
864,data/training\Actor_12\12_01_02_02_kids-talking_angry.wav,angry
865,data/training\Actor_12\12_02_01_01_dogs-sitting_angry.wav,angry
866,data/training\Actor_12\12_02_01_01_kids-talking_angry.wav,angry
867,data/training\Actor_12\12_02_01_02_dogs-sitting_angry.wav,angry
868,data/training\Actor_12\12_02_01_02_kids-talking_angry.wav,angry
869,data/training\Actor_12\12_02_02_01_dogs-sitting_angry.wav,angry
870,data/training\Actor_12\12_02_02_01_kids-talking_angry.wav,angry
871,data/training\Actor_12\12_02_02_02_dogs-sitting_angry.wav,angry
872,data/training\Actor_12\12_02_02_02_kids-talking_angry.wav,angry
873,data/training\Actor_13\03-02-05-01-01-01-13_angry.wav,angry
874,data/training\Actor_13\03-02-05-01-01-02-13_angry.wav,angry
875,data/training\Actor_13\03-02-05-01-02-01-13_angry.wav,angry
876,data/training\Actor_13\03-02-05-01-02-02-13_angry.wav,angry
877,data/training\Actor_13\03-02-05-02-01-01-13_angry.wav,angry
878,data/training\Actor_13\03-02-05-02-01-02-13_angry.wav,angry
879,data/training\Actor_13\03-02-05-02-02-01-13_angry.wav,angry
880,data/training\Actor_13\03-02-05-02-02-02-13_angry.wav,angry
881,data/training\Actor_13\13_01_01_01_dogs-sitting_angry.wav,angry
882,data/training\Actor_13\13_01_01_01_kids-talking_angry.wav,angry
883,data/training\Actor_13\13_01_01_02_dogs-sitting_angry.wav,angry
884,data/training\Actor_13\13_01_01_02_kids-talking_angry.wav,angry
885,data/training\Actor_13\13_01_02_01_dogs-sitting_angry.wav,angry
886,data/training\Actor_13\13_01_02_01_kids-talking_angry.wav,angry
887,data/training\Actor_13\13_01_02_02_dogs-sitting_angry.wav,angry
888,data/training\Actor_13\13_01_02_02_kids-talking_angry.wav,angry
889,data/training\Actor_13\13_02_01_01_dogs-sitting_angry.wav,angry
890,data/training\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
891,data/training\Actor_13\13_02_01_02_dogs-sitting_angry.wav,angry
892,data/training\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
893,data/training\Actor_13\13_02_02_01_dogs-sitting_angry.wav,angry
894,data/training\Actor_13\13_02_02_01_kids-talking_angry.wav,angry
895,data/training\Actor_13\13_02_02_02_dogs-sitting_angry.wav,angry
896,data/training\Actor_13\13_02_02_02_kids-talking_angry.wav,angry
897,data/training\Actor_14\03-02-05-01-01-01-14_angry.wav,angry
898,data/training\Actor_14\03-02-05-01-01-02-14_angry.wav,angry
899,data/training\Actor_14\03-02-05-01-02-01-14_angry.wav,angry
900,data/training\Actor_14\03-02-05-01-02-02-14_angry.wav,angry
901,data/training\Actor_14\03-02-05-02-01-01-14_angry.wav,angry
902,data/training\Actor_14\03-02-05-02-01-02-14_angry.wav,angry
903,data/training\Actor_14\03-02-05-02-02-01-14_angry.wav,angry
904,data/training\Actor_14\03-02-05-02-02-02-14_angry.wav,angry
905,data/training\Actor_14\14_02_01_01_dogs-sitting_angry.wav,angry
906,data/training\Actor_14\14_02_01_01_kids-talking_angry.wav,angry
907,data/training\Actor_14\14_02_01_02_dogs-sitting_angry.wav,angry
908,data/training\Actor_14\14_02_01_02_kids-talking_angry.wav,angry
909,data/training\Actor_14\14_02_02_01_dogs-sitting_angry.wav,angry
910,data/training\Actor_14\14_02_02_01_kids-talking_angry.wav,angry
911,data/training\Actor_14\14_02_02_02_dogs-sitting_angry.wav,angry
912,data/training\Actor_14\14_02_02_02_kids-talking_angry.wav,angry
913,data/training\Actor_15\03-02-05-01-01-01-15_angry.wav,angry
914,data/training\Actor_15\03-02-05-01-01-02-15_angry.wav,angry
915,data/training\Actor_15\03-02-05-01-02-01-15_angry.wav,angry
916,data/training\Actor_15\03-02-05-01-02-02-15_angry.wav,angry
917,data/training\Actor_15\03-02-05-02-01-01-15_angry.wav,angry
918,data/training\Actor_15\03-02-05-02-01-02-15_angry.wav,angry
919,data/training\Actor_15\03-02-05-02-02-01-15_angry.wav,angry
920,data/training\Actor_15\03-02-05-02-02-02-15_angry.wav,angry
921,data/training\Actor_15\15_02_01_01_dogs-sitting_angry.wav,angry
922,data/training\Actor_15\15_02_01_01_kids-talking_angry.wav,angry
923,data/training\Actor_15\15_02_01_02_dogs-sitting_angry.wav,angry
924,data/training\Actor_15\15_02_01_02_kids-talking_angry.wav,angry
925,data/training\Actor_15\15_02_02_01_dogs-sitting_angry.wav,angry
926,data/training\Actor_15\15_02_02_01_kids-talking_angry.wav,angry
927,data/training\Actor_15\15_02_02_02_dogs-sitting_angry.wav,angry
928,data/training\Actor_15\15_02_02_02_kids-talking_angry.wav,angry
929,data/training\Actor_16\03-02-05-01-01-01-16_angry.wav,angry
930,data/training\Actor_16\03-02-05-01-01-02-16_angry.wav,angry
931,data/training\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
932,data/training\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
933,data/training\Actor_16\03-02-05-02-01-01-16_angry.wav,angry
934,data/training\Actor_16\03-02-05-02-01-02-16_angry.wav,angry
935,data/training\Actor_16\03-02-05-02-02-01-16_angry.wav,angry
936,data/training\Actor_16\03-02-05-02-02-02-16_angry.wav,angry
937,data/training\Actor_16\16_02_01_01_dogs-sitting_angry.wav,angry
938,data/training\Actor_16\16_02_01_01_kids-talking_angry.wav,angry
939,data/training\Actor_16\16_02_01_02_dogs-sitting_angry.wav,angry
940,data/training\Actor_16\16_02_01_02_kids-talking_angry.wav,angry
941,data/training\Actor_16\16_02_02_01_dogs-sitting_angry.wav,angry
942,data/training\Actor_16\16_02_02_01_kids-talking_angry.wav,angry
943,data/training\Actor_16\16_02_02_02_dogs-sitting_angry.wav,angry
944,data/training\Actor_16\16_02_02_02_kids-talking_angry.wav,angry
945,data/training\Actor_17\03-02-05-01-01-01-17_angry.wav,angry
946,data/training\Actor_17\03-02-05-01-01-02-17_angry.wav,angry
947,data/training\Actor_17\03-02-05-01-02-01-17_angry.wav,angry
948,data/training\Actor_17\03-02-05-01-02-02-17_angry.wav,angry
949,data/training\Actor_17\03-02-05-02-01-01-17_angry.wav,angry
950,data/training\Actor_17\03-02-05-02-01-02-17_angry.wav,angry
951,data/training\Actor_17\03-02-05-02-02-01-17_angry.wav,angry
952,data/training\Actor_17\03-02-05-02-02-02-17_angry.wav,angry
953,data/training\Actor_17\17_02_01_01_dogs-sitting_angry.wav,angry
954,data/training\Actor_17\17_02_01_01_kids-talking_angry.wav,angry
955,data/training\Actor_17\17_02_01_02_dogs-sitting_angry.wav,angry
956,data/training\Actor_17\17_02_01_02_kids-talking_angry.wav,angry
957,data/training\Actor_17\17_02_02_01_dogs-sitting_angry.wav,angry
958,data/training\Actor_17\17_02_02_01_kids-talking_angry.wav,angry
959,data/training\Actor_17\17_02_02_02_dogs-sitting_angry.wav,angry
960,data/training\Actor_17\17_02_02_02_kids-talking_angry.wav,angry
961,data/training\Actor_18\18_01_01_01_dogs-sitting_angry.wav,angry
962,data/training\Actor_18\18_01_01_01_kids-talking_angry.wav,angry
963,data/training\Actor_18\18_01_01_02_dogs-sitting_angry.wav,angry
964,data/training\Actor_18\18_01_01_02_kids-talking_angry.wav,angry
965,data/training\Actor_18\18_01_02_01_dogs-sitting_angry.wav,angry
966,data/training\Actor_18\18_01_02_01_kids-talking_angry.wav,angry
967,data/training\Actor_18\18_01_02_02_dogs-sitting_angry.wav,angry
968,data/training\Actor_18\18_01_02_02_kids-talking_angry.wav,angry
969,data/training\Actor_19\03-02-05-01-01-01-19_angry.wav,angry
970,data/training\Actor_19\03-02-05-01-01-02-19_angry.wav,angry
971,data/training\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
972,data/training\Actor_19\03-02-05-01-02-02-19_angry.wav,angry
973,data/training\Actor_19\03-02-05-02-01-01-19_angry.wav,angry
974,data/training\Actor_19\03-02-05-02-01-02-19_angry.wav,angry
975,data/training\Actor_19\03-02-05-02-02-01-19_angry.wav,angry
976,data/training\Actor_19\03-02-05-02-02-02-19_angry.wav,angry
977,data/training\Actor_19\19_01_01_01_dogs-sitting_angry.wav,angry
978,data/training\Actor_19\19_01_01_01_kids-talking_angry.wav,angry
979,data/training\Actor_19\19_01_01_02_dogs-sitting_angry.wav,angry
980,data/training\Actor_19\19_01_01_02_kids-talking_angry.wav,angry
981,data/training\Actor_19\19_01_02_01_dogs-sitting_angry.wav,angry
982,data/training\Actor_19\19_01_02_01_kids-talking_angry.wav,angry
983,data/training\Actor_19\19_01_02_02_dogs-sitting_angry.wav,angry
984,data/training\Actor_19\19_01_02_02_kids-talking_angry.wav,angry
985,data/training\Actor_19\19_02_01_01_dogs-sitting_angry.wav,angry
986,data/training\Actor_19\19_02_01_01_kids-talking_angry.wav,angry
987,data/training\Actor_19\19_02_01_02_dogs-sitting_angry.wav,angry
988,data/training\Actor_19\19_02_01_02_kids-talking_angry.wav,angry
989,data/training\Actor_19\19_02_02_01_dogs-sitting_angry.wav,angry
990,data/training\Actor_19\19_02_02_01_kids-talking_angry.wav,angry
991,data/training\Actor_19\19_02_02_02_dogs-sitting_angry.wav,angry
992,data/training\Actor_19\19_02_02_02_kids-talking_angry.wav,angry
993,data/training\Actor_20\03-02-05-01-01-01-20_angry.wav,angry
994,data/training\Actor_20\03-02-05-01-01-02-20_angry.wav,angry
995,data/training\Actor_20\03-02-05-01-02-01-20_angry.wav,angry
996,data/training\Actor_20\03-02-05-01-02-02-20_angry.wav,angry
997,data/training\Actor_20\03-02-05-02-01-01-20_angry.wav,angry
998,data/training\Actor_20\03-02-05-02-01-02-20_angry.wav,angry
999,data/training\Actor_20\03-02-05-02-02-01-20_angry.wav,angry
1000,data/training\Actor_20\03-02-05-02-02-02-20_angry.wav,angry
1001,data/training\Actor_20\20_01_01_01_dogs-sitting_angry.wav,angry
1002,data/training\Actor_20\20_01_01_01_kids-talking_angry.wav,angry
1003,data/training\Actor_20\20_01_01_02_dogs-sitting_angry.wav,angry
1004,data/training\Actor_20\20_01_01_02_kids-talking_angry.wav,angry
1005,data/training\Actor_20\20_01_02_01_dogs-sitting_angry.wav,angry
1006,data/training\Actor_20\20_01_02_01_kids-talking_angry.wav,angry
1007,data/training\Actor_20\20_01_02_02_dogs-sitting_angry.wav,angry
1008,data/training\Actor_20\20_01_02_02_kids-talking_angry.wav,angry
1009,data/training\Actor_21\03-02-05-01-01-01-21_angry.wav,angry
1010,data/training\Actor_21\03-02-05-01-01-02-21_angry.wav,angry
1011,data/training\Actor_21\03-02-05-01-02-01-21_angry.wav,angry
1012,data/training\Actor_21\03-02-05-01-02-02-21_angry.wav,angry
1013,data/training\Actor_21\03-02-05-02-01-01-21_angry.wav,angry
1014,data/training\Actor_21\03-02-05-02-01-02-21_angry.wav,angry
1015,data/training\Actor_21\03-02-05-02-02-01-21_angry.wav,angry
1016,data/training\Actor_21\03-02-05-02-02-02-21_angry.wav,angry
1017,data/training\Actor_21\21_01_01_01_dogs-sitting_angry.wav,angry
1018,data/training\Actor_21\21_01_01_01_kids-talking_angry.wav,angry
1019,data/training\Actor_21\21_01_01_02_dogs-sitting_angry.wav,angry
1020,data/training\Actor_21\21_01_01_02_kids-talking_angry.wav,angry
1021,data/training\Actor_21\21_01_02_01_dogs-sitting_angry.wav,angry
1022,data/training\Actor_21\21_01_02_01_kids-talking_angry.wav,angry
1023,data/training\Actor_21\21_01_02_02_dogs-sitting_angry.wav,angry
1024,data/training\Actor_21\21_01_02_02_kids-talking_angry.wav,angry
1025,data/training\Actor_22\03-02-05-01-01-01-22_angry.wav,angry
1026,data/training\Actor_22\03-02-05-01-01-02-22_angry.wav,angry
1027,data/training\Actor_22\03-02-05-01-02-01-22_angry.wav,angry
1028,data/training\Actor_22\03-02-05-01-02-02-22_angry.wav,angry
1029,data/training\Actor_22\03-02-05-02-01-01-22_angry.wav,angry
1030,data/training\Actor_22\03-02-05-02-01-02-22_angry.wav,angry
1031,data/training\Actor_22\03-02-05-02-02-01-22_angry.wav,angry
1032,data/training\Actor_22\03-02-05-02-02-02-22_angry.wav,angry
1033,data/training\Actor_22\22_01_01_01_dogs-sitting_angry.wav,angry
1034,data/training\Actor_22\22_01_01_01_kids-talking_angry.wav,angry
1035,data/training\Actor_22\22_01_01_02_dogs-sitting_angry.wav,angry
1036,data/training\Actor_22\22_01_01_02_kids-talking_angry.wav,angry
1037,data/training\Actor_22\22_01_02_01_dogs-sitting_angry.wav,angry
1038,data/training\Actor_22\22_01_02_01_kids-talking_angry.wav,angry
1039,data/training\Actor_22\22_01_02_02_dogs-sitting_angry.wav,angry
1040,data/training\Actor_22\22_01_02_02_kids-talking_angry.wav,angry
1041,data/training\Actor_23\03-02-05-01-01-01-23_angry.wav,angry
1042,data/training\Actor_23\03-02-05-01-01-02-23_angry.wav,angry
1043,data/training\Actor_23\03-02-05-01-02-01-23_angry.wav,angry
1044,data/training\Actor_23\03-02-05-01-02-02-23_angry.wav,angry
1045,data/training\Actor_23\03-02-05-02-01-01-23_angry.wav,angry
1046,data/training\Actor_23\03-02-05-02-01-02-23_angry.wav,angry
1047,data/training\Actor_23\03-02-05-02-02-01-23_angry.wav,angry
1048,data/training\Actor_23\03-02-05-02-02-02-23_angry.wav,angry
1049,data/training\Actor_23\23_01_01_01_dogs-sitting_angry.wav,angry
1050,data/training\Actor_23\23_01_01_01_kids-talking_angry.wav,angry
1051,data/training\Actor_23\23_01_01_02_dogs-sitting_angry.wav,angry
1052,data/training\Actor_23\23_01_01_02_kids-talking_angry.wav,angry
1053,data/training\Actor_23\23_01_02_01_dogs-sitting_angry.wav,angry
1054,data/training\Actor_23\23_01_02_01_kids-talking_angry.wav,angry
1055,data/training\Actor_23\23_01_02_02_dogs-sitting_angry.wav,angry
1056,data/training\Actor_23\23_01_02_02_kids-talking_angry.wav,angry
1057,data/training\Actor_24\03-02-05-01-01-01-24_angry.wav,angry
1058,data/training\Actor_24\03-02-05-01-01-02-24_angry.wav,angry
1059,data/training\Actor_24\03-02-05-01-02-01-24_angry.wav,angry
1060,data/training\Actor_24\03-02-05-01-02-02-24_angry.wav,angry
1061,data/training\Actor_24\03-02-05-02-01-01-24_angry.wav,angry
1062,data/training\Actor_24\03-02-05-02-01-02-24_angry.wav,angry
1063,data/training\Actor_24\03-02-05-02-02-01-24_angry.wav,angry
1064,data/training\Actor_24\03-02-05-02-02-02-24_angry.wav,angry
1065,data/training\Actor_24\24_01_01_01_dogs-sitting_angry.wav,angry
1066,data/training\Actor_24\24_01_01_01_kids-talking_angry.wav,angry
1067,data/training\Actor_24\24_01_01_02_dogs-sitting_angry.wav,angry
1068,data/training\Actor_24\24_01_01_02_kids-talking_angry.wav,angry
1069,data/training\Actor_24\24_01_02_01_dogs-sitting_angry.wav,angry
1070,data/training\Actor_24\24_01_02_01_kids-talking_angry.wav,angry
1071,data/training\Actor_24\24_01_02_02_dogs-sitting_angry.wav,angry
1072,data/training\Actor_24\24_01_02_02_kids-talking_angry.wav,angry
1073,data/training\Actor_24\24_02_01_01_dogs-sitting_angry.wav,angry
1074,data/training\Actor_24\24_02_01_01_kids-talking_angry.wav,angry
1075,data/training\Actor_24\24_02_01_02_dogs-sitting_angry.wav,angry
1076,data/training\Actor_24\24_02_01_02_kids-talking_angry.wav,angry
1077,data/training\Actor_24\24_02_02_01_dogs-sitting_angry.wav,angry
1078,data/training\Actor_24\24_02_02_01_kids-talking_angry.wav,angry
1079,data/training\Actor_24\24_02_02_02_dogs-sitting_angry.wav,angry
1080,data/training\Actor_24\24_02_02_02_kids-talking_angry.wav,angry
1081,data/training\Actor_25\25_01_01_01_back_angry.wav,angry
1082,data/training\Actor_25\25_01_01_01_bar_angry.wav,angry
1083,data/training\Actor_25\25_01_01_01_base_angry.wav,angry
1084,data/training\Actor_25\25_01_01_01_bath_angry.wav,angry
1085,data/training\Actor_25\25_01_01_01_bean_angry.wav,angry
1086,data/training\Actor_25\25_01_01_01_beg_angry.wav,angry
1087,data/training\Actor_25\25_01_01_01_bite_angry.wav,angry
1088,data/training\Actor_25\25_01_01_01_boat_angry.wav,angry
1089,data/training\Actor_25\25_01_01_01_bone_angry.wav,angry
1090,data/training\Actor_25\25_01_01_01_book_angry.wav,angry
1091,data/training\Actor_25\25_01_01_01_bought_angry.wav,angry
1092,data/training\Actor_25\25_01_01_01_burn_angry.wav,angry
1093,data/training\Actor_25\25_01_01_01_cab_angry.wav,angry
1094,data/training\Actor_25\25_01_01_01_calm_angry.wav,angry
1095,data/training\Actor_25\25_01_01_01_came_angry.wav,angry
1096,data/training\Actor_25\25_01_01_01_cause_angry.wav,angry
1097,data/training\Actor_25\25_01_01_01_chain_angry.wav,angry
1098,data/training\Actor_25\25_01_01_01_chair_angry.wav,angry
1099,data/training\Actor_25\25_01_01_01_chalk_angry.wav,angry
1100,data/training\Actor_25\25_01_01_01_chat_angry.wav,angry
1101,data/training\Actor_25\25_01_01_01_check_angry.wav,angry
1102,data/training\Actor_25\25_01_01_01_cheek_angry.wav,angry
1103,data/training\Actor_25\25_01_01_01_chief_angry.wav,angry
1104,data/training\Actor_25\25_01_01_01_choice_angry.wav,angry
1105,data/training\Actor_25\25_01_01_01_cool_angry.wav,angry
1106,data/training\Actor_25\25_01_01_01_dab_angry.wav,angry
1107,data/training\Actor_25\25_01_01_01_date_angry.wav,angry
1108,data/training\Actor_25\25_01_01_01_dead_angry.wav,angry
1109,data/training\Actor_25\25_01_01_01_death_angry.wav,angry
1110,data/training\Actor_25\25_01_01_01_deep_angry.wav,angry
1111,data/training\Actor_25\25_01_01_01_dime_angry.wav,angry
1112,data/training\Actor_25\25_01_01_01_dip_angry.wav,angry
1113,data/training\Actor_25\25_01_01_01_ditch_angry.wav,angry
1114,data/training\Actor_25\25_01_01_01_dodge_angry.wav,angry
1115,data/training\Actor_25\25_01_01_01_dog_angry.wav,angry
1116,data/training\Actor_25\25_01_01_01_doll_angry.wav,angry
1117,data/training\Actor_25\25_01_01_01_door_angry.wav,angry
1118,data/training\Actor_25\25_01_01_01_fail_angry.wav,angry
1119,data/training\Actor_25\25_01_01_01_fall_angry.wav,angry
1120,data/training\Actor_25\25_01_01_01_far_angry.wav,angry
1121,data/training\Actor_25\25_01_01_01_fat_angry.wav,angry
1122,data/training\Actor_25\25_01_01_01_fit_angry.wav,angry
1123,data/training\Actor_25\25_01_01_01_five_angry.wav,angry
1124,data/training\Actor_25\25_01_01_01_food_angry.wav,angry
1125,data/training\Actor_25\25_01_01_01_gap_angry.wav,angry
1126,data/training\Actor_25\25_01_01_01_gas_angry.wav,angry
1127,data/training\Actor_25\25_01_01_01_gaze_angry.wav,angry
1128,data/training\Actor_25\25_01_01_01_germ_angry.wav,angry
1129,data/training\Actor_25\25_01_01_01_get_angry.wav,angry
1130,data/training\Actor_25\25_01_01_01_gin_angry.wav,angry
1131,data/training\Actor_25\25_01_01_01_goal_angry.wav,angry
1132,data/training\Actor_25\25_01_01_01_good_angry.wav,angry
1133,data/training\Actor_25\25_01_01_01_goose_angry.wav,angry
1134,data/training\Actor_25\25_01_01_01_gun_angry.wav,angry
1135,data/training\Actor_25\25_01_01_01_half_angry.wav,angry
1136,data/training\Actor_25\25_01_01_01_hall_angry.wav,angry
1137,data/training\Actor_25\25_01_01_01_hash_angry.wav,angry
1138,data/training\Actor_25\25_01_01_01_hate_angry.wav,angry
1139,data/training\Actor_25\25_01_01_01_have_angry.wav,angry
1140,data/training\Actor_25\25_01_01_01_haze_angry.wav,angry
1141,data/training\Actor_25\25_01_01_01_hire_angry.wav,angry
1142,data/training\Actor_25\25_01_01_01_hit_angry.wav,angry
1143,data/training\Actor_25\25_01_01_01_hole_angry.wav,angry
1144,data/training\Actor_25\25_01_01_01_home_angry.wav,angry
1145,data/training\Actor_25\25_01_01_01_hurl_angry.wav,angry
1146,data/training\Actor_25\25_01_01_01_hush_angry.wav,angry
1147,data/training\Actor_25\25_01_01_01_jail_angry.wav,angry
1148,data/training\Actor_25\25_01_01_01_jar_angry.wav,angry
1149,data/training\Actor_25\25_01_01_01_join_angry.wav,angry
1150,data/training\Actor_25\25_01_01_01_judge_angry.wav,angry
1151,data/training\Actor_25\25_01_01_01_jug_angry.wav,angry
1152,data/training\Actor_25\25_01_01_01_juice_angry.wav,angry
1153,data/training\Actor_25\25_01_01_01_keen_angry.wav,angry
1154,data/training\Actor_25\25_01_01_01_keep_angry.wav,angry
1155,data/training\Actor_25\25_01_01_01_keg_angry.wav,angry
1156,data/training\Actor_25\25_01_01_01_kick_angry.wav,angry
1157,data/training\Actor_25\25_01_01_01_kill_angry.wav,angry
1158,data/training\Actor_25\25_01_01_01_king_angry.wav,angry
1159,data/training\Actor_25\25_01_01_01_kite_angry.wav,angry
